CBSA,CBSA Code,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
"Lewiston-Auburn, ME",30340,2015,358,236,122,0,0,0,0,97,61,43,0,0,78,280,0
"Lexington, NE",30420,2015,59,57,2,0,0,0,0,62,39,18,0,0,0,0,59
"Lexington-Fayette, KY",30460,2015,364,249,110,5,0,0,0,139,63,43,0,13,156,194,1
"Lima, OH",30620,2015,365,288,76,1,0,0,0,105,58,38,0,0,156,209,0
"Lincoln, NE",30700,2015,261,220,41,0,0,0,0,80,52,40,0,0,184,77,0
"Little Rock-North Little Rock-Conway, AR",30780,2015,365,151,214,0,0,0,0,100,69,53,0,3,84,278,0
"Logan, UT-ID",30860,2015,365,251,108,5,1,0,0,170,69,44,0,5,172,187,1
"Longview, TX",30980,2015,365,324,39,2,0,0,0,143,51,33,0,3,362,0,0
"Longview, WA",31020,2015,362,308,53,1,0,0,0,109,54,27,0,0,0,362,0
"Los Alamos, NM",31060,2015,114,114,0,0,0,0,0,44,26,13,0,0,0,114,0
"Los Angeles-Long Beach-Anaheim, CA",31080,2015,365,2,229,96,37,1,0,203,151,80,0,16,166,181,2
"Louisville/Jefferson County, KY-IN",31140,2015,365,84,268,9,4,0,0,174,77,57,0,0,64,301,0
"Ludington, MI",31220,2015,183,159,23,1,0,0,0,105,54,39,0,0,183,0,0
"Lynchburg, VA",31340,2015,116,86,30,0,0,0,0,67,56,39,0,0,0,116,0
"Macon, GA",31420,2015,365,192,173,0,0,0,0,87,63,48,0,0,58,307,0
"Madera, CA",31460,2015,365,78,240,43,4,0,0,156,105,64,0,0,193,158,14
"Madison, WI",31540,2015,356,230,125,1,0,0,0,106,64,44,0,0,163,193,0
"Malone, NY",31660,2015,334,318,12,4,0,0,0,119,45,26,0,134,200,0,0
"Manchester-Nashua, NH",31700,2015,365,289,74,2,0,0,0,129,56,41,0,0,242,123,0
"Manitowoc, WI",31820,2015,191,159,27,5,0,0,0,133,67,38,0,0,191,0,0
"Marietta, OH",31930,2015,214,181,32,1,0,0,0,115,61,40,0,0,214,0,0
"Marion, NC",32000,2015,337,220,117,0,0,0,0,89,57,41,0,0,0,337,0
"Marshall, MN",32140,2015,365,310,54,1,0,0,0,119,54,33,0,0,110,255,0
"Marshall, TX",32220,2015,365,251,114,0,0,0,0,96,60,42,0,0,158,207,0
"Mason City, IA",32380,2015,357,352,5,0,0,0,0,58,33,16,0,0,0,0,357
"McAlester, OK",32540,2015,365,260,105,0,0,0,0,100,58,41,0,0,175,190,0
"McAllen-Edinburg-Mission, TX",32580,2015,365,189,175,1,0,0,0,107,68,49,0,0,49,316,0
"Medford, OR",32780,2015,365,191,145,18,8,2,1,319,91,49,0,0,111,254,0
"Memphis, TN-MS-AR",32820,2015,365,161,199,5,0,0,0,129,69,52,0,5,97,263,0
"Merced, CA",32900,2015,365,107,213,41,4,0,0,159,105,61,0,0,188,177,0
"Meridian, MS",32940,2015,241,236,5,0,0,0,0,77,44,32,0,0,241,0,0
"Miami, OK",33060,2015,364,186,178,0,0,0,0,89,62,50,0,0,62,299,3
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,2015,365,171,193,1,0,0,0,101,67,52,0,1,37,305,22
"Michigan City-La Porte, IN",33140,2015,243,177,63,3,0,0,0,126,67,42,0,0,157,86,0
"Middlesborough, KY",33180,2015,261,227,34,0,0,0,0,77,54,39,0,0,225,36,0
"Milwaukee-Waukesha-West Allis, WI",33340,2015,365,185,175,5,0,0,0,122,70,50,0,3,129,233,0
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2015,365,112,247,6,0,0,0,137,70,54,0,2,50,234,79
"Missoula, MT",33540,2015,365,126,216,14,7,2,0,209,92,56,0,0,46,318,1
"Mobile, AL",33660,2015,363,192,170,1,0,0,0,105,61,48,0,0,64,299,0
"Modesto, CA",33700,2015,365,92,225,43,5,0,0,187,112,62,0,0,164,194,7
"Monroe, LA",33740,2015,335,286,49,0,0,0,0,74,54,33,0,0,250,85,0
"Monroe, MI",33780,2015,118,69,48,1,0,0,0,101,66,44,0,0,0,118,0
"Montgomery, AL",33860,2015,360,135,223,2,0,0,0,115,65,53,0,0,70,290,0
"Morehead City, NC",33980,2015,318,300,18,0,0,0,0,71,46,37,0,0,318,0,0
"Morgantown, WV",34060,2015,254,184,68,2,0,0,0,133,64,43,0,0,177,77,0
"Morristown, TN",34100,2015,245,183,61,1,0,0,0,101,71,44,0,0,245,0,0
"Moscow, ID",34140,2015,265,231,26,2,4,2,0,231,56,14,0,0,0,265,0
"Moses Lake, WA",34180,2015,360,289,67,3,1,0,0,152,58,31,0,0,0,360,0
"Mount Vernon, IL",34500,2015,261,203,57,1,0,0,0,105,61,41,0,0,181,80,0
"Mount Vernon, OH",34540,2015,210,178,28,4,0,0,0,119,61,40,0,0,210,0,0
"Mount Vernon-Anacortes, WA",34580,2015,365,284,80,1,0,0,0,116,55,39,0,0,150,215,0
"Muncie, IN",34620,2015,236,185,50,1,0,0,0,105,59,38,0,0,144,92,0
"Muscatine, IA",34700,2015,365,183,181,1,0,0,0,142,65,50,0,0,0,364,1
"Muskegon, MI",34740,2015,176,139,31,5,1,0,0,159,71,42,0,0,176,0,0
"Muskogee, OK",34780,2015,304,294,10,0,0,0,0,87,38,19,0,0,0,0,304
"Napa, CA",34900,2015,365,158,206,1,0,0,0,108,72,53,1,1,104,257,2
"Naples-Immokalee-Marco Island, FL",34940,2015,363,279,84,0,0,0,0,77,58,39,0,0,115,248,0
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2015,365,137,227,1,0,0,0,112,71,53,0,17,64,284,0
"New Castle, IN",35220,2015,121,77,44,0,0,0,0,75,61,38,0,0,0,121,0
"New Castle, PA",35260,2015,365,332,32,1,0,0,0,101,49,33,0,0,334,0,31
"New Haven-Milford, CT",35300,2015,365,161,188,13,3,0,0,169,77,52,0,4,142,219,0
"New Orleans-Metairie, LA",35380,2015,365,118,244,3,0,0,0,115,72,54,0,2,68,295,0
"New York-Newark-Jersey City, NY-NJ-PA",35620,2015,365,82,245,35,3,0,0,166,101,61,0,37,101,227,0
"Niles-Benton Harbor, MI",35660,2015,243,160,79,4,0,0,0,126,69,43,0,0,165,78,0
"Nogales, AZ",35700,2015,365,261,101,3,0,0,0,135,65,38,0,0,0,341,24
"North Port-Sarasota-Bradenton, FL",35840,2015,365,226,138,1,0,0,0,105,63,46,0,0,107,258,0
"Norwich-New London, CT",35980,2015,359,265,82,11,1,0,0,151,61,40,0,0,151,208,0
"Ocala, FL",36100,2015,365,275,90,0,0,0,0,71,57,40,0,0,127,238,0
"Odessa, TX",36220,2015,365,255,110,0,0,0,0,76,57,39,0,0,0,365,0
"Ogden-Clearfield, UT",36260,2015,365,177,169,18,1,0,0,189,88,51,0,2,208,153,2
"Oklahoma City, OK",36420,2015,365,187,176,2,0,0,0,115,73,50,0,19,166,175,5
"Olympia-Tumwater, WA",36500,2015,357,295,62,0,0,0,0,99,58,34,0,0,140,217,0
"Omaha-Council Bluffs, NE-IA",36540,2015,365,144,218,3,0,0,0,122,69,53,0,0,76,242,47
"Orlando-Kissimmee-Sanford, FL",36740,2015,365,233,131,1,0,0,0,101,61,45,0,0,132,232,1
"Othello, WA",36830,2015,356,294,57,2,3,0,0,165,55,27,0,0,0,356,0
"Owensboro, KY",36980,2015,365,168,190,7,0,0,0,115,71,52,0,4,73,288,0
"Oxford, NC",37080,2015,215,168,47,0,0,0,0,87,64,44,0,0,215,0,0
"Oxnard-Thousand Oaks-Ventura, CA",37100,2015,365,119,233,13,0,0,0,126,85,56,0,2,162,198,3
"Paducah, KY-IL",37140,2015,365,194,168,3,0,0,0,115,69,48,0,30,83,250,2
"Pahrump, NV",37220,2015,365,357,7,0,1,0,0,165,30,16,0,0,0,0,365
"Palatka, FL",37260,2015,341,341,0,0,0,0,0,49,20,13,0,0,0,0,341
"Palm Bay-Melbourne-Titusville, FL",37340,2015,365,309,56,0,0,0,0,90,53,39,0,0,215,149,1
"Panama City, FL",37460,2015,365,254,111,0,0,0,0,84,57,43,0,0,110,255,0
"Parkersburg-Vienna, WV",37620,2015,260,176,80,4,0,0,0,129,66,44,0,0,180,80,0
"Payson, AZ",37740,2015,365,258,102,5,0,0,0,129,74,43,0,0,268,8,89
"Pensacola-Ferry Pass-Brent, FL",37860,2015,365,191,174,0,0,0,0,100,62,49,0,0,90,275,0
"Peoria, IL",37900,2015,365,201,164,0,0,0,0,90,66,47,0,0,155,210,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,2015,365,56,279,28,2,0,0,187,97,61,0,2,95,264,4
"Phoenix-Mesa-Scottsdale, AZ",38060,2015,365,34,261,57,3,0,10,924,112,72,0,4,141,98,122
"Pierre, SD",38180,2015,361,331,28,1,1,0,0,152,43,21,0,0,0,361,0
"Pittsburgh, PA",38300,2015,365,51,288,25,1,0,0,157,93,62,0,0,67,298,0
"Pittsfield, MA",38340,2015,360,215,145,0,0,0,0,95,61,45,0,0,0,360,0
"Platteville, WI",38420,2015,361,253,107,1,0,0,0,107,59,39,0,0,0,361,0
"Pocatello, ID",38540,2015,365,295,66,3,1,0,0,158,56,34,0,0,0,342,23
"Ponca City, OK",38620,2015,362,139,222,1,0,0,0,107,62,53,0,0,58,304,0
"Ponce, PR",38660,2015,365,326,39,0,0,0,0,69,51,24,26,0,0,94,245
"Port Angeles, WA",38820,2015,364,263,101,0,0,0,0,80,58,41,1,0,178,185,0
"Port St. Lucie, FL",38940,2015,365,281,84,0,0,0,0,84,56,40,0,0,159,206,0
"Portland-South Portland, ME",38860,2015,365,231,131,3,0,0,0,136,64,45,0,7,162,195,1
"Portland-Vancouver-Hillsboro, OR-WA",38900,2015,365,208,150,4,3,0,0,180,74,47,0,5,128,231,1
"Portsmouth, OH",39020,2015,365,319,46,0,0,0,0,93,53,16,0,0,0,115,250
"Prescott, AZ",39140,2015,300,235,65,0,0,0,0,100,64,41,0,0,274,26,0
"Price, UT",39220,2015,293,200,91,2,0,0,0,112,64,46,0,0,293,0,0
"Prineville, OR",39260,2015,362,252,102,6,2,0,0,170,68,32,0,0,0,362,0
"Providence-Warwick, RI-MA",39300,2015,365,158,196,9,2,0,0,177,74,52,0,24,105,236,0
"Provo-Orem, UT",39340,2015,365,206,146,13,0,0,0,120,86,48,0,45,213,104,3
"Pueblo, CO",39380,2015,129,120,9,0,0,0,0,95,43,25,0,0,0,111,18
"Pullman, WA",39420,2015,362,297,57,7,1,0,0,185,56,26,0,0,0,362,0
"Quincy, IL-MO",39500,2015,214,193,21,0,0,0,0,93,50,40,0,0,214,0,0
"Racine, WI",39540,2015,185,154,30,1,0,0,0,105,67,39,0,0,185,0,0
"Raleigh, NC",39580,2015,365,138,224,3,0,0,0,105,67,52,0,2,115,248,0
"Rapid City, SD",39660,2015,365,173,188,4,0,0,0,133,65,51,0,1,115,192,57
"Reading, PA",39740,2015,365,148,211,6,0,0,0,119,80,54,0,1,125,239,0
"Red Bluff, CA",39780,2015,365,223,123,18,1,0,0,154,87,47,0,0,304,59,2
"Red Wing, MN",39860,2015,214,202,12,0,0,0,0,87,48,37,0,0,214,0,0
"Redding, CA",39820,2015,365,252,100,12,1,0,0,157,84,44,0,0,351,14,0
"Reno, NV",39900,2015,365,165,188,12,0,0,0,115,80,52,0,2,218,132,13
"Richmond, VA",40060,2015,365,157,205,3,0,0,0,119,67,52,0,6,98,261,0
"Richmond-Berea, KY",40080,2015,112,80,32,0,0,0,0,74,58,39,0,0,0,112,0
"Riverside-San Bernardino-Ontario, CA",40140,2015,365,5,191,118,44,7,0,238,159,97,0,10,180,127,48
"Riverton, WY",40180,2015,365,276,89,0,0,0,0,97,60,45,0,0,323,42,0
"Roanoke, VA",40220,2015,365,234,131,0,0,0,0,92,60,44,0,4,108,253,0
"Rochester, MN",40340,2015,365,274,90,1,0,0,0,116,58,41,0,0,137,228,0
"Rochester, NY",40380,2015,365,236,129,0,0,0,0,93,63,43,0,5,122,238,0
"Rock Springs, WY",40540,2015,365,256,105,4,0,0,0,119,71,45,0,3,331,6,25
"Rockford, IL",40420,2015,362,300,61,1,0,0,0,108,58,36,0,0,295,67,0
"Rockland, ME",40500,2015,178,164,13,1,0,0,0,119,50,36,0,0,178,0,0
"Rocky Mount, NC",40580,2015,347,249,98,0,0,0,0,77,57,43,0,0,94,253,0
"Rome, GA",40660,2015,338,155,183,0,0,0,0,76,63,52,0,0,0,338,0
"Roseburg, OR",40700,2015,365,292,72,1,0,0,0,141,56,26,0,0,0,365,0
"Roswell, NM",40740,2015,114,107,7,0,0,0,0,72,48,23,0,0,0,114,0
"Ruidoso, NM",40760,2015,114,112,2,0,0,0,0,58,31,14,0,0,0,114,0
"Rutland, VT",40860,2015,365,225,137,3,0,0,0,121,69,40,0,35,0,330,0
"Sacramento--Roseville--Arden-Arcade, CA",40900,2015,365,76,249,36,4,0,0,189,101,63,0,0,166,199,0
"Salem, OH",41400,2015,60,60,0,0,0,0,0,50,30,18,0,0,0,0,60
"Salem, OR",41420,2015,365,267,95,1,2,0,0,176,62,37,0,0,132,233,0
"Salinas, CA",41500,2015,365,285,79,1,0,0,0,120,54,41,0,1,169,183,12
"Salisbury, MD-DE",41540,2015,365,231,131,3,0,0,0,115,67,45,0,0,229,136,0
"Salt Lake City, UT",41620,2015,365,160,178,25,2,0,0,154,92,54,0,31,236,91,7
"San Antonio-New Braunfels, TX",41700,2015,365,139,212,11,3,0,0,156,78,53,0,6,114,245,0
"San Diego-Carlsbad, CA",41740,2015,365,46,278,40,1,0,0,156,102,65,0,1,160,202,2
"San Francisco-Oakland-Hayward, CA",41860,2015,365,125,226,14,0,0,0,147,82,55,0,10,103,252,0
"San Jose-Sunnyvale-Santa Clara, CA",41940,2015,365,165,193,7,0,0,0,147,77,52,0,3,150,211,1
"San Juan-Carolina-Caguas, PR",41980,2015,365,290,73,2,0,0,0,146,59,32,23,21,97,85,139
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",42020,2015,365,95,265,5,0,0,0,126,80,58,0,0,129,229,7
"Sandpoint, ID",41760,2015,365,293,60,9,3,0,0,162,63,28,0,0,0,247,118
"Sanford, NC",41820,2015,364,179,185,0,0,0,0,94,64,51,0,0,146,218,0
"Santa Cruz-Watsonville, CA",42100,2015,365,282,83,0,0,0,0,95,59,38,0,0,187,178,0
"Santa Fe, NM",42140,2015,365,308,57,0,0,0,0,80,58,42,0,0,360,5,0
"Santa Maria-Santa Barbara, CA",42200,2015,365,168,196,1,0,0,0,101,69,51,0,3,160,200,2
"Santa Rosa, CA",42220,2015,365,293,72,0,0,0,0,90,58,37,0,0,215,148,2
"Sault Ste. Marie, MI",42300,2015,358,224,134,0,0,0,0,84,58,45,0,0,44,314,0
"Savannah, GA",42340,2015,365,238,127,0,0,0,0,77,60,44,0,0,51,314,0
"Sayre, PA",42380,2015,365,352,13,0,0,0,0,77,44,32,0,2,363,0,0
"Scottsbluff, NE",42420,2015,98,87,11,0,0,0,0,81,53,28,0,0,0,98,0
"Scranton--Wilkes-Barre--Hazleton, PA",42540,2015,365,176,186,3,0,0,0,108,74,51,0,3,120,242,0
"Seattle-Tacoma-Bellevue, WA",42660,2015,365,119,228,15,3,0,0,166,79,55,0,21,69,275,0
"Sebastian-Vero Beach, FL",42680,2015,333,320,13,0,0,0,0,84,45,34,0,0,333,0,0
"Sebring, FL",42700,2015,356,345,11,0,0,0,0,80,44,31,0,0,356,0,0
"Seneca, SC",42860,2015,358,325,33,0,0,0,0,74,49,37,0,0,321,37,0
"Sevierville, TN",42940,2015,364,302,61,1,0,0,0,112,58,43,0,0,364,0,0
"Seymour, IN",42980,2015,167,141,25,1,0,0,0,101,58,41,0,0,167,0,0
"Sheboygan, WI",43100,2015,198,154,33,10,1,0,0,159,80,40,0,0,198,0,0
"Shelton, WA",43220,2015,362,316,45,1,0,0,0,102,53,29,0,0,0,362,0
"Sheridan, WY",43260,2015,365,318,45,2,0,0,0,146,54,40,0,0,253,61,51
"Show Low, AZ",43320,2015,365,316,49,0,0,0,0,100,54,39,0,0,319,13,33
"Shreveport-Bossier City, LA",43340,2015,365,186,178,1,0,0,0,140,67,49,0,0,118,247,0
"Sierra Vista-Douglas, AZ",43420,2015,365,272,93,0,0,0,0,90,64,44,0,0,303,45,17
"Sioux City, IA-NE-SD",43580,2015,365,236,127,2,0,0,0,108,61,44,0,0,133,226,6
"Sioux Falls, SD",43620,2015,365,207,155,3,0,0,0,124,64,47,0,5,61,281,18
"Somerset, KY",43700,2015,263,211,52,0,0,0,0,80,56,39,0,0,179,84,0
"Somerset, PA",43740,2015,287,272,15,0,0,0,0,77,48,34,0,0,287,0,0
"Sonora, CA",43760,2015,364,264,89,11,0,0,0,126,77,43,0,0,364,0,0
"South Bend-Mishawaka, IN-MI",43780,2015,362,147,212,3,0,0,0,134,73,53,0,28,76,258,0
"Spartanburg, SC",43900,2015,364,187,177,0,0,0,0,97,67,49,0,0,93,271,0
"Spokane-Spokane Valley, WA",44060,2015,364,171,175,14,4,0,0,173,77,51,1,0,113,227,23
"Springfield, IL",44100,2015,349,292,57,0,0,0,0,87,55,35,0,0,280,69,0
"Springfield, MA",44140,2015,365,223,136,6,0,0,0,147,68,44,0,8,178,179,0
"Springfield, MO",44180,2015,358,234,124,0,0,0,0,80,61,43,0,0,120,227,11
"Springfield, OH",44220,2015,365,183,175,7,0,0,0,133,71,50,0,0,97,268,0
"St. Cloud, MN",41060,2015,355,306,48,0,1,0,0,151,53,37,0,0,168,187,0
"St. George, UT",41100,2015,365,276,86,3,0,0,0,108,67,43,0,0,335,30,0
"St. Joseph, MO-KS",41140,2015,364,175,189,0,0,0,0,99,66,51,0,0,58,302,4
"St. Louis, MO-IL",41180,2015,365,58,291,14,2,0,0,155,82,60,0,2,74,282,7
"St. Marys, PA",41260,2015,347,324,22,1,0,0,0,101,48,36,0,0,347,0,0
"State College, PA",44300,2015,365,204,159,2,0,0,0,108,69,46,0,3,136,226,0
"Steamboat Springs, CO",44460,2015,364,357,7,0,0,0,0,58,32,13,0,0,0,0,364
"Stockton-Lodi, CA",44700,2015,365,83,246,32,4,0,0,164,100,60,0,0,122,239,4
"Summerville, GA",44900,2015,191,173,18,0,0,0,0,97,49,36,0,0,191,0,0
"Syracuse, NY",45060,2015,365,274,90,1,0,0,0,115,60,37,0,0,228,137,0
"Tahlequah, OK",45140,2015,278,256,22,0,0,0,0,93,48,37,0,0,278,0,0
"Talladega-Sylacauga, AL",45180,2015,107,47,60,0,0,0,0,84,62,52,0,0,0,107,0
"Tallahassee, FL",45220,2015,365,168,197,0,0,0,0,97,64,51,0,0,39,326,0
"Tampa-St. Petersburg-Clearwater, FL",45300,2015,365,153,211,1,0,0,0,119,71,52,0,2,81,282,0
"Taos, NM",45340,2015,363,358,5,0,0,0,0,67,33,17,0,0,0,363,0
"Terre Haute, IN",45460,2015,362,165,196,0,1,0,0,151,67,52,0,0,70,292,0
"Texarkana, TX-AR",45500,2015,118,57,61,0,0,0,0,81,63,51,0,0,0,118,0
"The Dalles, OR",45520,2015,358,300,56,0,2,0,0,158,55,27,0,0,0,358,0
"Toledo, OH",45780,2015,365,200,164,1,0,0,0,113,68,48,0,0,92,273,0
"Topeka, KS",45820,2015,365,312,52,1,0,0,0,108,54,37,0,0,296,57,12
"Torrington, CT",45860,2015,365,279,79,7,0,0,0,147,64,42,0,3,247,114,1
"Traverse City, MI",45900,2015,183,160,21,2,0,0,0,108,58,39,0,0,183,0,0
"Trenton, NJ",45940,2015,365,210,145,10,0,0,0,147,77,46,0,0,201,164,0
"Truckee-Grass Valley, CA",46020,2015,364,213,120,29,2,0,0,166,93,48,0,0,350,14,0
"Tucson, AZ",46060,2015,365,236,128,1,0,0,0,101,71,46,0,1,259,45,60
"Tulsa, OK",46140,2015,365,162,201,2,0,0,0,147,67,52,0,0,131,233,1
"Tupelo, MS",46180,2015,235,228,7,0,0,0,0,74,47,35,0,0,235,0,0
"Tuscaloosa, AL",46220,2015,357,94,263,0,0,0,0,91,67,56,0,0,20,337,0
"Twin Falls, ID",46300,2015,275,236,36,3,0,0,0,141,53,32,0,0,0,275,0
"Tyler, TX",46340,2015,365,319,45,1,0,0,0,108,54,33,0,1,364,0,0
"Ukiah, CA",46380,2015,365,213,148,2,2,0,0,164,61,46,0,0,64,301,0
"Urban Honolulu, HI",46520,2015,365,283,82,0,0,0,0,66,56,39,0,1,102,259,3
"Utica-Rome, NY",46540,2015,365,258,107,0,0,0,0,84,60,42,0,0,187,178,0
"Valdosta, GA",46660,2015,357,166,191,0,0,0,0,89,63,51,0,0,0,357,0
"Vallejo-Fairfield, CA",46700,2015,365,186,175,4,0,0,0,118,74,50,0,6,142,216,1
"Vernal, UT",46860,2015,365,242,121,2,0,0,0,122,67,46,0,0,341,24,0
"Victoria, TX",47020,2015,357,323,33,1,0,0,0,105,50,32,0,0,357,0,0
"Vincennes, IN",47180,2015,349,314,35,0,0,0,0,93,51,34,0,0,349,0,0
"Vineland-Bridgeton, NJ",47220,2015,362,317,43,2,0,0,0,108,54,33,0,0,362,0,0
"Vineyard Haven, MA",47240,2015,260,235,23,2,0,0,0,112,50,32,0,0,193,67,0
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2015,365,235,130,0,0,0,0,93,63,45,0,13,136,216,0
"Visalia-Porterville, CA",47300,2015,365,29,238,78,20,0,0,176,143,80,0,0,191,171,3
"Wabash, IN",47340,2015,358,330,26,2,0,0,0,126,49,35,0,0,358,0,0
"Waco, TX",47380,2015,365,250,112,3,0,0,0,115,64,42,0,1,204,160,0
"Walla Walla, WA",47460,2015,362,286,72,3,1,0,0,153,56,26,0,0,0,362,0
"Walterboro, SC",47500,2015,299,252,47,0,0,0,0,72,52,37,0,0,163,136,0
"Warner Robins, GA",47580,2015,363,202,161,0,0,0,0,96,60,47,0,0,0,363,0
"Washington Court House, OH",47920,2015,327,294,30,3,0,0,0,115,51,37,0,0,327,0,0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,2015,365,85,266,13,1,0,0,156,84,58,0,6,109,250,0
"Waterloo-Cedar Falls, IA",47940,2015,365,87,276,2,0,0,0,111,71,56,0,0,19,346,0
"Watertown, SD",47980,2015,356,276,79,1,0,0,0,138,56,34,0,0,0,307,49
"Watertown-Fort Atkinson, WI",48020,2015,198,171,27,0,0,0,0,93,58,40,0,0,198,0,0
"Watertown-Fort Drum, NY",48060,2015,364,345,19,0,0,0,0,90,47,32,0,0,364,0,0
"Wausau, WI",48140,2015,204,192,12,0,0,0,0,90,48,36,0,0,204,0,0
"Weatherford, OK",48220,2015,135,135,0,0,0,0,0,38,28,15,0,0,0,0,135
"Weirton-Steubenville, WV-OH",48260,2015,365,104,256,5,0,0,0,117,76,58,0,0,58,298,9
"Wenatchee, WA",48300,2015,362,243,116,3,0,0,0,148,65,33,0,0,0,362,0
"Wheeling, WV-OH",48540,2015,365,168,195,2,0,0,0,112,68,52,0,4,75,286,0
"Whitewater-Elkhorn, WI",48580,2015,199,170,28,1,0,0,0,108,58,40,0,0,199,0,0
"Wichita, KS",48620,2015,365,276,89,0,0,0,0,100,61,41,0,14,266,54,31
"Williamsport, PA",48700,2015,363,340,23,0,0,0,0,87,48,34,0,0,362,0,1
"Williston, ND",48780,2015,364,307,49,5,3,0,0,182,56,36,0,0,223,105,36
"Wilmington, NC",48900,2015,354,288,66,0,0,0,0,71,54,38,0,0,140,214,0
"Wilmington, OH",48940,2015,214,182,29,3,0,0,0,119,61,41,0,0,214,0,0
"Winchester, VA-WV",49020,2015,342,213,129,0,0,0,0,86,64,45,0,0,104,238,0
"Winona, MN",49100,2015,120,108,12,0,0,0,0,76,52,24,0,0,0,120,0
"Winston-Salem, NC",49180,2015,365,121,241,3,0,0,0,126,74,55,0,2,94,269,0
"Worcester, MA-CT",49340,2015,365,261,101,3,0,0,0,129,63,41,0,19,205,141,0
"Yakima, WA",49420,2015,363,190,153,16,4,0,0,192,87,48,0,0,0,362,1
"York-Hanover, PA",49620,2015,365,135,221,9,0,0,0,126,82,55,0,5,111,249,0
"Youngstown-Warren-Boardman, OH-PA",49660,2015,365,132,228,4,1,0,0,153,74,54,0,0,97,268,0
"Yuba City, CA",49700,2015,365,157,200,8,0,0,0,119,86,54,1,0,182,182,0
"Yuma, AZ",49740,2015,365,252,99,13,0,1,0,266,77,44,0,0,194,56,115
"Aberdeen, SD",10100,2016,119,104,15,0,0,0,0,79,53,26,0,0,0,111,8
"Aberdeen, WA",10140,2016,364,330,34,0,0,0,0,75,49,28,0,0,0,364,0
"Adjuntas, PR",10260,2016,97,85,12,0,0,0,0,75,55,28,0,0,0,97,0
"Adrian, MI",10300,2016,361,223,136,2,0,0,0,119,62,44,0,0,125,236,0
"Akron, OH",10420,2016,366,155,210,1,0,0,0,112,65,53,0,0,73,293,0
"Albany, GA",10500,2016,363,187,176,0,0,0,0,94,63,48,0,0,0,363,0
"Albany, OR",10540,2016,366,298,68,0,0,0,0,80,56,26,0,0,0,366,0
"Albany-Schenectady-Troy, NY",10580,2016,366,278,85,3,0,0,0,119,61,39,0,0,243,123,0
"Albuquerque, NM",10740,2016,366,164,199,3,0,0,0,143,74,53,0,2,216,103,45
"Alexandria, LA",10780,2016,102,68,34,0,0,0,0,66,55,45,0,0,0,102,0
"Allentown-Bethlehem-Easton, PA-NJ",10900,2016,366,85,270,10,0,1,0,242,77,57,0,1,69,296,0
"Altoona, PA",11020,2016,366,230,134,2,0,0,0,122,64,44,0,0,149,214,3
"Amarillo, TX",11100,2016,366,312,53,1,0,0,0,112,54,41,0,0,299,67,0
"Americus, GA",11140,2016,245,218,26,1,0,0,0,101,54,39,0,0,245,0,0
"Ames, IA",11180,2016,212,198,14,0,0,0,0,77,48,35,0,0,212,0,0
"Anchorage, AK",11260,2016,366,221,141,4,0,0,0,128,71,43,0,0,93,201,72
"Ann Arbor, MI",11460,2016,366,233,127,6,0,0,0,122,62,44,0,0,160,206,0
"Appleton, WI",11540,2016,349,272,75,2,0,0,0,108,60,36,0,0,155,194,0
"Ardmore, OK",11620,2016,298,241,54,3,0,0,0,129,61,42,0,0,246,52,0
"Arkadelphia, AR",11660,2016,355,351,4,0,0,0,0,54,45,34,0,0,355,0,0
"Asheville, NC",11700,2016,366,230,125,7,4,0,0,173,64,45,0,0,152,214,0
"Ashtabula, OH",11780,2016,213,171,36,6,0,0,0,126,64,41,0,0,213,0,0
"Athens, OH",11900,2016,60,52,8,0,0,0,0,61,53,36,0,0,0,60,0
"Athens, TN",11940,2016,119,76,42,0,1,0,0,172,58,43,0,0,0,119,0
"Athens-Clarke County, GA",12020,2016,362,241,115,4,2,0,0,166,64,44,0,0,139,223,0
"Atlanta-Sandy Springs-Roswell, GA",12060,2016,366,40,294,28,4,0,0,200,97,61,0,0,112,254,0
"Atlantic City-Hammonton, NJ",12100,2016,364,270,93,1,0,0,0,129,58,41,0,0,205,159,0
"Augusta-Richmond County, GA-SC",12260,2016,366,192,169,3,2,0,0,171,65,49,0,0,127,239,0
"Augusta-Waterville, ME",12300,2016,309,291,18,0,0,0,0,84,47,31,0,76,204,27,2
"Austin-Round Rock, TX",12420,2016,366,219,146,1,0,0,0,105,63,47,0,11,141,213,1
"Bakersfield, CA",12540,2016,366,46,204,102,14,0,0,169,136,80,0,0,211,148,7
"Baltimore-Columbia-Towson, MD",12580,2016,366,129,213,19,4,1,0,204,90,55,0,9,136,221,0
"Bangor, ME",12620,2016,366,265,101,0,0,0,0,78,58,42,0,0,131,235,0
"Baraboo, WI",12660,2016,366,300,65,1,0,0,0,101,56,35,0,0,166,199,1
